metabolite,A002,A004,A006,A007,A011,A012,A014,A015,A016,A018,A020,A022,A024,A025,A026,A028,A030,A031,A032,A033,A035,A036,A040,A041,A042,A044,A045,A047,A050,A051,A052,A056,A057,A060,A061,A062,A063
Orotate,0.030970597,0.004054458,0.009018156,0.028141511,0.051180814,0.005900645,0.013590823,0.017206635,0.044237919,0.001559234,0.005400891,0.050450102,0.015696267,0.008087748,0.023631898,0.007841566,0.041322384,0.053836261,0.047147335,0.0330869,0.014905432,0.016724568,0.008854333,0.010360037,0.011832328,0.016314181,0.065824329,0.041160596,0.018886553,0.048309755,0.0299596,0.011295589,0.095455729,0.015913928,0.018201084,0.001511418,0.029962025
Oxalate,0.042513708,0.052399695,0.026266337,0.089922635,0.010713353,0.056239494,0.028584146,0.048255596,0.039472023,0.109104084,0.031460755,0.024250749,0.045337206,0.033944286,0.015399112,0.018398531,0.06062689,0.069908152,0.039123594,0.01647009,0.017683559,0.002867359,0.01167027,0.028603021,0.007759732,0.038545963,0.009359969,0.079966847,0.029413458,0.024031945,0.007160359,0.035898558,0.022532084,0.037616363,0.11237562,0.085302169,0.026537406
Oxoadipate,0.003662706,0.003707436,0.001344524,0.007605414,0.002231968,0.005088042,0.005811743,0.003786416,0.003208152,0.004458305,0.001862172,0.003435028,0.003778826,0.003454065,0.004545888,0.002169541,0.003399897,0.012275656,0.00317086,0.004941424,0.005460055,0.004500204,0.003450736,0.007716801,0.002313511,0.004315991,0.00243321,0.004124832,0.002074352,0.003199024,0.002115851,0.003388092,0.00244843,0.003972436,0.003272355,0.003106123,0.001698042
Oxoglutarate,0.004812419,0.005918468,0.001877199,0.008764042,0.003954947,0.004811311,0.003295527,0.005393494,0.005395982,0.007084431,0.004157892,0.00265596,0.003873997,0.003521829,0.002306507,0.002516086,0.006566563,0.009188251,0.004269466,0.007435144,0.00883589,0.002608666,0.002372985,0.005984014,0.00148735,0.008720473,0.001949534,0.006510359,0.002451398,0.003071017,0.002200455,0.006717507,0.001591347,0.004223645,0.006572965,0.00341705,0.001541933
Oxoproline,0.075736898,0.014391463,0.039932118,0.022660545,0.004251521,0.06702973,0.014606838,0.018081278,0.013379463,0.024789745,0.01264322,0.039978063,0.008960152,0.009161335,0.012989966,0.021079125,0.045478473,0.016768196,0.040194407,0.012624288,0.038865554,0.104217304,0.045131306,0.010846744,0.018105893,0.012068689,0.030186781,0.024450676,0.009053171,0.037360109,0.017107198,0.008676067,0.037210733,0.012757828,0.019240909,0.072893346,0.024134662
P-Octopamine,0.005715211,0.002445115,0.004115755,0.003050044,5.77E-04,0.002087952,0.001724901,0.001169333,0.001019613,0.005061065,0.001926152,0.002428687,0.001783488,0.001147622,0.00130428,0.002078337,0.003613763,0.004705519,0.002955409,0.001060348,0.004443088,0.001244795,5.81E-04,0.001616276,9.69E-04,0.001514912,6.17E-04,0.003460455,0.001513567,0.002167957,0.001587492,0.001979796,0.001636753,0.001842493,0.00355187,0.002934619,0.001339593
Palmitic acid,10.17303555,18.84948583,5.218130166,7.048228149,2.742397321,8.541629024,6.806309365,4.897114337,4.263986011,12.19957142,3.139990185,4.053614952,4.812809521,8.179325171,2.822717516,3.726504409,12.83577834,17.20773418,8.634204066,2.909401614,6.940433829,1.708937081,3.062392209,2.930345019,3.314179923,16.6351445,7.177359159,11.76864323,8.156296659,9.997210981,2.655682639,12.11446105,3.775419827,7.962844605,19.18428762,7.300676389,3.826266949
Palmitoleic acid,0.436581087,0.134888352,0.41847503,0.28621924,0.135043082,0.101664827,0.122152097,0.102795474,0.172558385,0.195672552,0.118668341,0.21463617,0.611627877,0.27107289,0.220888726,0.301178372,0.170318433,0.178613693,0.184810625,0.196160847,0.143678897,0.172207491,0.477981487,0.220779419,0.247294507,0.067516393,0.165438955,0.496829805,0.198044221,0.147836416,0.326136464,0.198329242,0.310525634,0.29155388,0.155457496,0.074422093,0.630674345
Palmitoyl-carnitine,0,0,0.011752523,0,0.026412396,0,0,0,0.001243788,0,0.012450241,0,0,0.015513852,0.010066312,0,0,0.012123718,0,0.011537209,0,0.035495607,0.025575558,0.018016994,0,0.019695976,0.001366209,0.019690877,0.009858469,0,0.012362022,0,0,0.016952693,0,0,0.017858129
Paraxanthine,0.00661318,0.004243703,0.011379842,0.003921165,8.12E-04,0.004530869,0.008180651,0.002567243,0.006684513,0.006536182,0.001301486,0.012142042,0.010493634,0.002263495,0.00794936,0.002155799,0.005193395,0.006520374,0.01245137,0.001781102,0.029323224,0.00172223,0.001766804,0.002034191,5.10E-04,0.002133224,0.004310242,0.005081127,0.004192295,0.009863545,0.002793183,0.001761121,0.001899033,0.001883372,0.004337048,0.00132539,0.002538571
Pentadecanoic acid,1.401460143,0.525297209,1.466602776,0.439589878,0.115855495,0.520831038,0.436205462,0.551407362,0.216406409,0.622704733,0.245376716,0.339520962,0.370987401,0.339070207,0.414082861,0.869517695,1.344700588,1.828884837,1.380497034,0.168139866,2.270386386,0.046402794,0.45315128,0.939316075,0.55236332,0.316286058,1.680346438,1.272101899,0.616794573,0.894059519,0.852339836,0.518730912,0.587287529,0.777908665,1.583039118,0.135224701,0.736226537
Pentanoate,2.475675785,0.661938466,1.796057023,1.926946778,0.307071249,0.147030715,1.135638358,0.832895037,1.227615327,0.914191458,0.295283845,1.066356366,0.329903083,1.032082122,2.339094022,0.993734509,2.451701578,1.126160614,0.965860116,1.408762887,1.761367374,1.109570743,2.317485996,0.383353355,1.694751097,0.055922217,2.448746066,1.027205276,1.436482098,2.92601297,2.850268261,0.663717813,1.845760804,0.624777038,0.93238321,0.148688459,0.841778729
Phenylacetaldehyde,0.011023749,0.064767512,0.026580239,0.123955458,0.001798664,0.074921475,0.021002386,0.005786233,0.082207715,0.00140152,0.004248359,0.004681312,0.093961522,0.186364021,0.001817393,0.001927095,0.001353099,0.007494419,0.007226021,0.115005466,0.001529247,7.80E-04,0.039876435,0.087928233,0.002236633,0.004688955,0.001568252,0.136983481,0.010323421,0.00432086,0.00951608,0.024803792,0.009358806,0.034457183,0.001554381,0.00157341,0.002232987
Phenylalanine,0.24902859,0.386056656,1.232796536,0.982872182,2.81964795,2.454155851,0.308579283,0.910014948,1.540536882,0.178407316,4.470846953,0.639083438,1.737958994,0.321224407,0.225876562,1.24906907,0.801387219,0.373802672,0.565857442,1.840068915,0.781551546,0.616703381,4.262518886,1.027627842,7.0049712,1.159288567,0.789509507,0.700676447,0.511290238,0.354843169,1.183957585,0.221454087,0.474347619,0.548211225,0.420780285,0.820659974,0.284990918
Phenylethanolamine,0.004058924,0.002073373,0.00189487,0.002594506,7.89E-04,0.001665039,0.001604029,0.002458584,0.001322889,0.002600532,7.68E-04,0.002443217,0.001721226,0.001425881,0.001820826,0.001087287,0.002271291,0.003441022,0.002123997,0.001380695,0.002739824,0.001034691,0,8.89E-04,0.001040762,0.00173869,0.001622182,0.00298956,0.002523044,0.002036019,9.61E-04,0.00211709,0.00206472,0.00120425,0.002176448,0.001815326,0.001278165
Phenylpyruvate,0.062723075,0.06191162,0.002709127,0.067104896,0.012995275,0.045894011,0.029234164,0.027159977,0.021763986,0.107957922,0.018625353,0.023319867,0.050788948,0.017108136,0.012526442,0.032048984,0.085504931,0.14728326,0.048019217,0.010987018,0.073650753,0.016872276,0.013589747,0.023485169,0.025606412,0.052628095,0.008804595,0.093340354,0.049660201,0.019522701,0.01185867,0.031237448,0.026200955,0.022823709,0.089520957,0.050085755,0.016755649
Phylloquinone,0,0,0.002431604,0,0,0,0,0.002380999,0,0,0,0.005349301,0.007453415,0.012019469,0.010894573,0,0,0,0,0.009603345,0,0.007990878,0,0.002665852,0.007171159,0,0.003287067,0,0,0,0.013421945,0,0.003333997,0,0,0,0.0042006
Picolinate,0.001477147,0.001108124,0.001873619,0.001663742,8.40E-04,0.001415243,0.001240528,0.002771824,0.00109844,0.001929088,6.45E-04,0.001483155,9.48E-04,0.001159891,0.001032164,9.24E-04,0.005177319,0.002157368,0.004277154,0.001796184,0.002987325,0.001273979,9.25E-04,0.00101002,0.001705575,0.001279077,0.001053555,0.004420217,0.014431308,0.001588837,0.001392795,0.00154768,0.001925597,0.001196014,0.001207274,0.001068765,9.09E-04
Pipecolate,3.0092266,0.706067697,0.186218939,1.228590228,0.166685524,0.533330983,0.898733668,0.458863469,1.186350947,0.540851468,0.0871253,1.296426404,0.491307639,0.826855417,1.621561126,1.293925142,7.674301338,0.531698238,1.473180581,0.428753922,4.540772773,1.067466496,0.145998704,0.712515399,0.200099955,0.089884378,1.823893622,2.564611849,0.527521674,2.548069628,0.655013572,0.815148576,2.358830678,0.520647532,0.081300023,0.029170883,1.324680006
Pregnenolone Sulfate,0,0,0.002358889,0,0.012042664,0.032607393,0.02073739,0,0,0,0,0.035136149,0.017759961,0,0.011328821,0.02065775,0,0,0.01079004,0,0.082231638,0.040411015,0,0.022699997,0.006364082,0,0.018976966,0,0.006282781,0,0.030183213,0.004189273,0.014078827,0,0,0,0.025840602
Proline,1.501056295,0.718676049,3.411445587,2.386051548,6.237988273,4.208314787,1.842592038,1.700494033,1.155402661,0.626511639,5.718525172,2.822922845,0.922455158,1.100491023,1.308628277,2.915644653,3.042554867,2.117181954,1.843914767,1.39855446,1.381623032,1.292848053,2.065045557,1.778277868,1.534063585,1.107573092,1.996994637,2.755086999,1.675895781,1.853141548,2.162366979,1.037461824,2.174899969,1.960084826,1.864766419,1.854478382,1.20065618
Propionyl-carnitine,0.005349669,0.002907739,0.010810792,0.024608629,0.004684525,0.004574235,0.006638625,0.005271801,0.002435144,0.006755915,0.001538148,0.00917353,0.003415079,0.004377552,0.036955909,0.004383488,0.016027239,0.017274283,0.007160493,0.002663729,0.01748407,0.003414973,0.001438264,0.00281518,0.001048067,0.008885628,0.008054027,0.01269935,0.006626663,0.021510029,0.004882658,0.004375899,0.02118743,0.001995553,0.015474248,0.093481769,0.010156392
Protoporphyrin,0.032110033,0.020544551,0,0.041019087,0,0,0.00309762,0.025401272,0,0.227836373,0,0.118203695,0,0.053904781,0.013339176,0.024900952,0.036237087,0.021546878,0.036241553,0.012878856,0,0.003650863,0,0,0.007023112,0,0.041979515,0.037114384,0.06154301,0.011966363,0.113271123,0.088681327,0.173821999,0.026060124,0.024356743,0,0
Pterin,0.009295411,0.005549816,0.009817252,0.002455598,0.001095693,0.004281793,0.002263657,0.002049974,0.003840132,0.006460941,0.00228148,0.005803975,0.001843754,0.001354975,0.002129921,0.007136938,0.006576282,0.011008438,0.00566543,0.003382374,0.021503078,0.003036011,0.003472159,0.002217298,0.00529816,0.001952407,0.00456031,0.005937261,0.007456688,0.005961319,0.002950727,0.002457379,0.007006094,0.002357438,0.00444828,0,0.003020225
Purine,0.004007729,0.002425223,0.00709518,0.00233571,0.001489843,0,0.001509172,0,7.89E-04,0.004498847,0,4.47E-04,0.001862686,0,0,5.79E-04,0.002623431,0.002119339,0.001577997,0,0,8.37E-04,0.001744826,0,7.62E-04,0.001370668,0,0.004200993,0.001915777,0.003822743,8.42E-04,0.001209893,0,0,0.00322332,0.004729902,2.06E-04
Pyridoxal,0.054128822,0.044722204,0.166301208,0.076909406,0.010212512,0.1294265,0.111075862,0.070373682,0.097874834,0.086998198,0.038742898,0.149146113,0.10444757,0.098666683,0.050296209,0.129942444,0.230625687,0.337278475,0.215838857,0.051759568,0.179871404,0.031127471,0.040294803,0.031938193,0.057918022,0.118037211,0.049512665,0.241484934,0.109733173,0.098695424,0.072134241,0.080800323,0.085335838,0.07444508,0.248716084,0.097046301,0.085608524
Pyridoxine,0.077767058,1.159968359,0.113297127,0.048165997,0.024817395,0.047879167,0.080616058,0.044753694,0.04673562,0.069951942,0.017837029,0.051803115,0.044282724,0.071107258,0.079016459,0.065093583,0.277853104,0.062646775,0.138608721,0.030166124,0.063828886,0.049977326,0.022339043,0.045021341,0.032887882,0.201740522,0.043806317,0.109890871,0.044102419,0.106429082,0.072431158,0.034816741,0.076396945,0.03960389,0.090212444,0.024898943,0.049896653
Pyruvate,0.046465823,0.028688119,0.012204677,0.049976413,0.017040407,0.031833818,0.036370615,0.00643498,0.006517545,0.020409564,0.014187201,0.008010501,0.009226232,0.005209447,0.005873156,0.005761216,0.018410371,0.011026105,0.016208667,0.02965237,0.042858482,0.019197132,0.01899785,0.010272974,0.012138805,0.01743727,0.013137746,0.006869883,0.004346263,0.005681076,0.003588929,0.011484281,0.007728535,0.00278531,0.013775223,0.050741545,0.006895538
Quinate,0.186755125,0.114184441,0.045372801,0.008316183,0.031930001,0.302940019,0.219027888,0.010621137,0.20738878,0.003254721,0.003193223,1.814996965,0.481280952,0.158067932,0.079486064,0.00625273,0.002288768,0.057286905,0.027155072,0.009809793,0.634064859,0.01342799,0.084390038,0.202715649,0.003499435,0.038228049,0.005776653,0.094874449,0.001757702,0.027659576,0.142095588,0.158840638,0.002798717,0.004022287,0.003200405,7.17E-04,0.011400836
Quinolinate,0.002500235,0.001345569,0.001349921,0.003577764,0.001042364,0.005094681,0.002532672,0.00172037,0.003447865,0.005524598,0.001026898,0.004200875,0.002965163,0.003487381,0.002990943,0.001054673,0.003349378,0.007727076,0.002223792,0.00172606,0.006600719,0.002245915,0.001710207,9.22E-04,0.001802177,0.001653438,0.001797428,0.002257369,0.002411296,0.003947314,0.002843074,0.001601571,0.001302441,0.005044796,0.003201431,0.001568961,0.001754343
Quinoline,0,0.007699722,0.023751304,0,0,0,0,0,0,0,0,0.002345644,0.002030779,0,0.001967112,0.001366337,0.004973151,0.008806746,0,0,0.011218743,0,0.004045648,0,0.001482326,0,0.007176369,0.003709186,0,0.045409072,0,0,0.003027825,0.002552281,0.004314305,0,0.006055151
Raffinose,0.003308435,0.003128646,0.013187619,0.003658682,0.002950245,0.008932895,0.009847711,0.015343368,0.005168466,0,0.00728643,0.002079548,0.013550348,0.018310506,0.010970518,0.002843061,0,0.002887098,0.003121509,0.008931083,0,0.02085467,0.009762498,0.007096311,0.002617954,0.005378147,0.007734567,0.005688326,0.001965914,0.008550916,0.004336341,0.00795921,0.002627943,0.006789641,2.16E-04,0.015461702,0.002539749
Rhamnose,0.014243712,0.011539716,0.005959163,0.04491578,0.017356468,0.034641626,0.023567775,0.01566977,0.08262755,0.010979998,0.009409182,0.158479377,0.080381798,0.07931103,0.00458488,0.01265499,0.019045556,0.027101606,0.011685639,0.086762908,0.020707083,0.078139919,0.044723664,0.071495302,0.006588053,0.016824832,0.025321028,0.012388267,0.012334306,0.008600729,0.034391265,0.043016262,0.014331631,0.027676355,0.007757548,0.010062118,0.007214005
Riboflavin,0.011028501,1.178880887,0.043825108,0.01839935,0.005787745,0.011044903,0.015055011,0.009672474,0.014559869,0.005941557,0.008592278,0.018678483,0.005381472,0.022365414,0.009105337,0.007122938,0.010675548,0.010469577,0.026002526,0.004040756,0.030347039,0.04871656,0.017719007,0.018285128,0.024976759,0.008900022,0.01627031,0.023719255,0.004603173,0.034433373,0.020816826,0.007413713,0.018712023,0.038215326,0.012124142,0,0.010813164
Ribose,0.012012966,0.012798054,0.008338952,0.027344254,0.012166668,0.009484555,0.005060152,0.010493449,0.025901738,0.023066258,0.010499863,0.008822004,0.012427138,0.009477752,0.003980135,0.013200758,0.01262421,0.020101756,0.009764185,0.009704341,0.008470764,0.003814095,0.022710397,0.003173601,0.015173681,0.010819922,0.004870643,0.009069811,0.00668249,0.007755836,0.007542362,0.009080687,0.003596599,0.010120402,0.008330607,0.010474436,0.002168007
Ribose phosphate,7.93E-04,0.001236015,0.001939444,6.79E-04,3.40E-04,0.001682306,0.00748189,0.004666664,2.14E-04,0.003485767,6.43E-04,0.006231545,0.001881119,0.001132034,0.001167639,0.001646154,0,0.002102529,0,0.001378552,0,0,2.79E-04,0,0,6.74E-04,0.005981665,0.002465368,0.002543438,0.015697272,0.002094529,9.11E-04,0.001907154,0.006623661,4.68E-04,0.002812673,0.002996947
Ricinoleic acid,0.276046646,0.311324925,0.521827492,1.849351606,0.368871752,0.454164665,0.21673906,0.179329647,0.649913997,0.516390344,0.428369522,1.91359841,0.384356316,0.327173007,0.467818804,0.876418629,0.316640675,0.799207723,0.878054651,0.413441282,0.647304861,0.619180102,0.519365165,0.853011393,0.391675809,0.135865955,0.823285315,0.782308654,0.608678855,2.113231589,0.282286184,4.63958083,0.632463492,1.019856636,1.160448167,0.069229692,0.823307095
S-Adenosyl-L-Homocysteine,2.43E-04,3.18E-04,0,8.12E-04,0.001299083,4.74E-04,0.001137463,0.001579151,3.66E-04,0,5.76E-04,3.16E-04,1.85E-04,2.73E-04,3.53E-04,2.65E-04,2.96E-04,0,3.12E-04,3.70E-04,0.001229264,6.46E-04,0.002023179,2.56E-04,4.26E-04,0.001084487,2.43E-04,5.92E-04,0,2.09E-04,0.001234021,4.35E-04,2.92E-04,3.74E-04,0.001011682,0.028525153,1.95E-04
S-Adenosyl-L-methionine,0.015253846,0.021055864,0.04977561,0.001437855,0.004222394,0.003627346,0.009476359,0.008018155,4.69E-04,0.017071104,0.004526844,0.001439449,0.025405395,0.082138677,0.052322687,0.003151574,0.004074263,0.004021121,0.022670919,0.018571602,0.001499046,0.007136495,0.008876535,0.001231389,0.008001106,0.019423307,0.002061366,0.012739953,0.006253768,0.011798668,0.043824362,0.012494884,0.054306554,0.006216623,0.004015289,0.037642591,0.017464193
S-Carboxymethylcysteine,8.72E-04,6.86E-04,6.72E-04,5.61E-04,0.001578501,9.07E-04,0.001928517,0.003227169,0.003048206,0.00175331,0.001864797,0.001909919,8.53E-04,0.004453415,0.004238603,6.58E-04,0.002551874,0.002379423,0.002200351,0.006871313,0.001797871,0.003543324,0.003701552,0.002376471,3.39E-04,0.004180103,0.001277508,0.001335929,5.62E-04,0.001774874,0.001192177,6.51E-04,7.38E-04,0.001032969,0.001875458,3.21E-04,8.05E-04
S-Hexyl-Glutathione,0,0,0.004514445,0.011592476,0.00375843,0.003693321,0.003316916,0.003560876,0.005177938,0,0.006320747,0.006779334,0.002027149,0.001856355,0.002448846,0.005875832,0.00205814,0.003922595,7.58E-04,0.010469696,0,0.003750181,0.002994252,0.005254602,0.002704214,0.011216422,0.005026107,0.00780326,0.003182116,0.007526683,0.002256175,0.002155115,0.005984869,0.004543044,0.003992633,0,0.001823115
Saccharate,0.001682542,0.001828236,0.002087913,0.004335541,0.004068121,0.002763631,8.38E-04,0.001019612,7.44E-04,0.001247407,0.007009291,0.002197672,0.001141841,7.04E-04,7.04E-04,5.05E-04,0.001034226,0.001160593,5.14E-04,6.01E-04,0.001195396,2.38E-04,4.64E-04,0.001067542,2.72E-04,0.003414738,0.003961557,9.70E-04,4.19E-04,0.001321575,3.48E-04,7.89E-04,4.32E-04,0.002235443,0.001247058,0.001434487,4.80E-04
Salicylamide,0.007634555,0.005887518,0.003685606,0.004425275,0.002754063,0.009146925,0.007015932,0.005993587,0.005241575,0.013729455,0.003419949,0.006565634,0.00727776,0.003906142,0.004878239,0.00599094,0.01528563,0.018157581,0.007703358,0.004271287,0.014606782,0.004468292,0.003036107,0.003068326,0.003293868,0.007569368,0.004337138,0.00822163,0.007025598,0.007686336,0.004446045,0.006889557,0.004938363,0.007777738,0.012315464,0.011836552,0.00548686
Salicylate,0.028371003,0.018597755,0.042414735,0.022629833,0.010561894,0.020756416,0.016360174,0.01627301,0.010223027,0.030308201,0.006262288,0.01985834,0.022629338,0.019984789,0.011406453,0.013876982,0.026273592,0.041403778,0.019198754,0.009341186,0.040072332,0.007344656,0.005418802,0.008857,0.004474492,0.068830388,0.00651016,0.024892321,0.014968701,0.022923733,0.008500143,0.011133503,0.01783598,0.011451546,0.028006756,0.036571319,0.014112939
Salsolinol,0.012996393,0.006907837,0.006859088,0.008382618,0.005214343,0.019930394,0.017133106,0.020673463,0.018462239,0.016196394,0.010268494,0.099237171,0.012546361,0.020814328,0.019714543,0.018132516,0.032638946,0.047407248,0.022344335,0.009826277,0.046733975,0.010752885,0.00415851,0.012642718,0.01002343,0.02770584,0.01340157,0.043090519,0.020702833,0.019492677,0.014936041,0.027838678,0.014206413,0.018667314,0.044613982,0.009194544,0.017169575
Sarcosine,0.025308116,0.027081846,0.019045188,0.01860869,0.004222408,0.056575166,0.032661298,0.069667504,0.007906465,0.023611442,0.011379943,0.012598187,0.026140188,0.027632831,0.015604566,0.004934224,0.030431854,0.017842787,0.021219899,0.016459544,0.050463382,0.002961141,0.079771389,0.023200829,0.009288476,0.005075217,0.00967224,0.018843165,0.008821289,0.004464606,0.028827681,0.009091723,0.010848894,0.020398361,0.009053086,0.033008903,0.006290329
Sedoheptulose-7-phosphate,4.78E-04,0.001163758,0.007668927,9.89E-04,0.00177341,0.009418808,0.016207563,0.004585133,6.09E-04,0.008416434,0.001121506,0.016917553,0.004771481,0.003977926,0.015422712,0.002456457,0,0.003159572,4.79E-04,0.005593266,7.73E-04,0,3.55E-04,6.77E-05,0,2.97E-04,0.034627915,0.003304839,0.016914823,0.041642454,0.003973894,0.001588623,0.011122804,0.00733352,0.001044178,0.002965597,0.006551916
Serine,0.067115306,0.029555659,0.192016912,0.139780422,0.016993552,0.023066941,0.082092337,0.024762728,0.044822266,0.059848524,0.017404427,0.081109116,0.014424,0.020226266,0.0359349,0.122104508,0.112693218,0.058264011,0.064096779,0.024974059,0.065428536,0.021792909,0.095516459,0.05543975,0.049879098,0.026961274,0.077913474,0.051062177,0.07258439,0.079636901,0.054247912,0.017819253,0.054871725,0.028944852,0.060618734,0.132748826,0.036926738
Serotonin,0.002267854,9.70E-04,0.003290291,0.003623884,0.001521554,0.001640872,0.002063805,0.001378871,7.83E-04,0.001707302,3.26E-04,0.008494241,0.002121177,0.011137472,0.002053956,0.010757484,0.012992462,0.011800104,0.008871707,7.20E-04,0.009541148,0.001281871,5.46E-04,0.002340721,8.56E-04,0.00605901,0.002982207,0.019514104,0.006483797,0.006841869,0.015904465,0.00423347,0.004925825,7.86E-04,0.027536489,0.003666621,0.006561873
Shikimate,0.003680295,0.003753468,0.003313789,0.003701513,0.001815649,0.003936258,0.0070421,0.004109711,0.003738696,0.005121197,0.001521115,0.009190702,0.004290097,0.008878432,0.010229423,0.004165101,0.005550026,0.011440184,0.012240148,0.002554668,0.007382279,0.00144482,0.012736135,0.007490558,0.001821991,0.003502498,0.004555255,0.00695649,0.002724955,0.014290649,0.009472371,0.003195313,0.003444657,0.00343604,0.007859389,0.001725737,0.003401772
Sn-Glycero-3-Phosphocholine,0.044822677,0.061497331,0.03862125,0.04287313,0.008714335,0.058865261,0.074354577,0.050240912,0.040624243,0.007723154,0.02611008,0.018565432,0.091829416,0.036330422,0.02392749,0.017449444,0.157199156,0.06965373,0.039758563,0.029144492,0.035789019,0.007149783,0.156416174,0.042243591,0.271160176,0.020198592,0.022182004,0.062636306,0.012663097,0.049065235,0.115787797,0.044675797,0.015132009,0.076352408,0.050022956,1.007173604,0.027079232
Sorbate,0.005910681,0.007668381,0.009681896,0.010193212,0.002721072,0.014599069,0.011106536,0.005017793,0.00357426,0.01388083,0.002734754,0.014336645,0.007309841,0.007658255,0.006632177,0.008561253,0.03638961,0.016875983,0.018501253,0.002755517,0.006882957,0.006502986,0.002843932,0.006657415,0.002977474,0.00237623,0.004714251,0.016850884,0.008241057,0.008483042,0.00455581,0.006746407,0.00302077,0.003657397,0.014125635,0.008704814,0.007839581
Sphinganine,0.73274312,0.286120019,0.112484974,0.609597097,0.035370965,0.19869851,0.079435357,0.035434928,0.069264575,0.139008227,0.083192512,0.016935748,0.104714415,0.18181335,0.019980594,0.061267893,0.155144058,0.565050352,0.139216577,0.091957232,0.029644824,0.011541031,0.014456086,0.038229725,0.119395459,0.027637154,0.096593891,0.109950181,0.137088897,0.131673668,0.146009822,0.1648554,0.071846464,0.290172351,0.197273509,0.087403049,0.093750461
Stachydrine,2.319167546,2.502757818,2.550613523,0.918209539,0.092332186,0.167653253,0.834807005,1.079678751,0.061918212,5.318065599,0.072898635,1.000622069,0.202324623,0.874444218,0.885062603,0.662489673,0.386066035,0.168556835,1.517083313,0.980008965,0.720951238,0.096199981,0.341415348,0.425502154,0.411761748,0.257828912,0.662850228,0.403765765,0.261302286,1.406111788,0.446724737,0.060700367,0.268331694,2.064214332,0.366238969,0.029840378,0.153817505
Stachyose,5.29E-04,0.003101682,0.002615175,0.001444448,0,0.002331402,0.002868498,0.001481906,0.001291551,0,0,9.07E-04,0.004370164,0.002963365,0.003065796,8.61E-04,0,7.62E-04,0.001785144,0.001707393,0.001765946,9.01E-04,7.39E-04,0.001202579,9.05E-04,0.002568528,6.45E-04,0.002337922,0,0.002112722,0.002475221,0.001747768,6.72E-04,0.002998279,3.76E-04,0.005915974,6.36E-04
Stearic acid,3.763311753,8.321512141,1.742919241,2.06273833,0.409428332,2.216656898,1.466552847,0.929294925,0.894061583,2.830774339,0.611362327,1.033489218,1.00266865,0.761420816,0.310158886,0.545173793,3.592659653,4.504642456,2.000013371,0.303700695,1.074595692,0.135327901,0.136569005,0.285006159,0.396697294,1.034309502,1.351032312,2.469374274,2.110086698,4.836049214,0.253320698,2.857852914,0.761537675,2.281661243,14.55591054,1.801188773,0.675534027
Suberate,0.004415028,0.002218951,0.001710062,0.002441261,0.001616402,0.004620756,0.006648109,0.007284745,0.004835506,0.005076177,0.001000293,0.009040909,0.00650639,0.003676927,0.006891599,0.0050881,0.007060932,0.014515043,0.00882388,0.005861321,0.014812723,0.004370711,9.46E-04,0.002628133,0.002594686,0.004666569,0.007369227,0.007106017,0.003373148,0.011230014,0.004250124,0.004256678,0.008336978,0.005977218,0.006376996,0.001836534,0.006028811
Succinic Acid,0.004683365,0.004320711,0.008621824,0.007139871,0.082883171,0.003163843,0.006841506,0.207432653,0.003580491,0.006686792,0.062201217,0.00269298,0.003135629,0.002836301,0.002640976,0.004938799,0.007820986,0.007694248,0.007088289,0.003016957,0.005945193,0.003378734,0.316585141,0.024993728,0.023356228,0.203711346,0.002346509,0.007128587,0.004445856,0.003303316,0.003226842,0.005681465,0.003814431,0.003464912,0.00698886,0.011732289,0.003500157
Succinyl-Cysteine,0.002090368,9.66E-04,0.004329088,0.00201357,0.030494798,0.00790714,0.003518928,0.019183146,2.02E-04,0,0.008564379,9.42E-04,9.21E-04,0.002338604,0.001189555,5.18E-04,3.27E-04,4.88E-04,0.001329146,0.001017328,0.001143357,0,0.009737595,0,6.75E-05,0.017603622,9.59E-04,9.29E-04,4.41E-04,0.00146197,6.78E-04,1.93E-04,6.90E-04,1.35E-04,9.58E-04,0.002842165,5.24E-04
Succinyladenosine,0.004664605,0.002374597,0.002124635,0.005561883,0.006020288,0.002396812,5.35E-04,0.009530798,0,0,3.50E-04,2.52E-04,9.38E-04,0,7.11E-04,0.001657702,7.95E-04,0,0.00146497,9.85E-04,0,2.75E-04,9.85E-04,9.87E-04,0.001235064,0.003333136,1.58E-04,0.002440378,0.001832437,0.001339844,9.82E-04,8.31E-04,0,0.001113056,5.72E-04,0.016531797,0.001754485
Sucrose,0.027388002,0.010050851,0.021627635,0.005478096,0.004254532,0.008710945,0.004556181,0.007229839,0.004315392,0.003070945,0.004310772,0.007034178,0.004349344,0.006329389,0.003630309,0.005938058,0.002625902,0.002380763,0.003645688,0.003854016,0.012649037,0.006172127,0.005691392,0.007316669,0.001919455,0.003638059,0.003787649,0.003936154,0.002531508,0.002212318,0.006586827,0.005640117,0.003565471,0.004274244,0.002072601,6.24E-04,0.00259072
Tartrate,1.05287361,0.844759566,0.010814924,1.118663734,0.124033086,0.111599912,0.034197807,0.04799482,0.06587324,1.456842024,0.089217542,0.014914699,0.04997481,0.025157433,0.019507926,0.036761993,0.096137388,0.126984393,0.026004198,0.025811791,0.026514006,0.006590368,0.020977271,0.025104272,0.013368167,0.09878008,0.024193553,0.11905042,0.029157194,0.029732239,0.009592964,0.050288772,0.034182896,0.0862177,0.172390353,0.831317895,0.055467607
